Idy	Fecha de Respuesta	Nombre Tienda	Nota de Recomendación	Razón LTR	Nivel 1	Nivel 2	Nivel 3	archivo
2578	19/12/2018	Unicenter	5	Con respecto a tienda y cajeras excelente atencion, despues pasamos por sector hogar averiguamos por un tv Samsung 50 4k nos atiende el sr. Julio Cesar Villarreal nos informa que se podria adquirir con CMR en 12 cuotas, cuando lo vamos a comprarlo el sabado 15, informa que  no era con CMR era con Mastercard y que nos lo habia dicho, cosa que o sucedió porque directamente descartabamos la compra por no poseer dicha tarjeta. Realmente lamentable que tengan este tipo de personal.	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
2579	19/12/2018	Unicenter	6	Compre unos platos de sitio y algunos estaban un poco dañados	Productos	Disponibilidad	Mal estado del producto	detractores resto para compesandar
2580	19/12/2018	Unicenter	5	Debido a la situación en nuestro país para poner un10 los precios deberían ser más baratos,ya que es una empresa chilena ,y la gente viajaba a comprar allá,por que?si ganan siempre!	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
2581	19/12/2018	San Juan	4	Porque cuesta que me habiliten los puntos de retiro, siempre tengo inconvenientes	Despacho	Retiro en tienda	C&C	detractores resto para compesandar
2582	19/12/2018	Mendoza	4	Porque se demoran mucho para cobrar	Cajas	Demora	Tiempo de espera en fila	detractores resto para compesandar
2583	19/12/2018	Avellaneda	3	"Los juguetes no tenían precio y en algunos casos el lector de precio no funcionaba y/o había cola.
Además la variedad de artículos no es buena.
Especialmente para nenas."	Precio y ofertas	Precios	Poca visibilidad de los precios	detractores resto para compesandar
2584	19/12/2018	Cordoba	5	Porque mañana compraría más barato con otra tarjeta	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
2585	19/12/2018	Rosario	5	"calor en el salón, ofertas engañosas, no había anuncios con los descuentos de las tarjetas de crédito de los diferentes bancos, muchos productos sin precio o no se encuentran rápidamente;"	Tienda	Infraestructura	Incomodidad con la temperatura	detractores resto para compesandar
2586	20/12/2018	Tortugas	6	No hay nadie que asista son pocos cajeros, se puerde mucho tiempo	Cajas	Demora	Tiempo de espera en fila	detractores resto para compesandar
2587	20/12/2018	San Juan	5	Muy poco espacio para recorrer góndolas de juguetes por ej y mucho tiempo de espera en linea de caja	Cajas	Demora	Tiempo de espera en fila	detractores resto para compesandar
2588	20/12/2018	Dot	5	Los precios sin elevados y hay pocas promociones en navidad	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
2589	20/12/2018	Florida 1 (Florida N°343)	6	Lentitud en las cajas. Falta de precio en los productos y el cajero tuvo que abandonar la línea para ir a averiguar precios	Precio y ofertas	Precios	Poca visibilidad de los precios	detractores resto para compesandar
2590	20/12/2018	Florida 1 (Florida N°343)	0	POR PRIMERA VEZ SENTI ALGO ASI EN UN DE SUS TIENDAS. LAS BALDOSAS SE MOVIAN Y PRODUCEN INESTABILIDAD EN MI PERSONA, MAREO, SENSACION DE VERTIGO. REALMENTE FUE UNA EXPERIENCIA DESAGRADABLE... CUANDO SIEMPRE DISFRUTE...	Tienda	Infraestructura	Falta de orden y limpieza en tienda	detractores resto para compesandar
2591	20/12/2018	Mendoza	6	"Por que fuimos a comprar ropa de niños para regalos de navidad, y nos costo encontrar los talles, no había mucho personal para ayudarnos. Y cuando le preguntamos nos dijeron que siguiéramos buscando,ellos estaban encintando una caja de muñecas LOL. Lo cual deberían hacer fuera del horario de atención al cliente?
Después para pagar demoramos 40 minutos,muy lerdas las cajeras o son pocas para la atención en estas fechas y deberían agregar empleados?"	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
2592	20/12/2018	Mendoza	2	Evaluo la tienda tanto en mendoza como on line ya que fui a la tienda a volver hacer un reclamo, el cual intente x via mail y telefonico con la operadora Alicia Braga Herrera, la cual no solo nunca atendio mis mail, ni mis llamadas y cdo ella puedo comunicarse fue pésima su atencion terminando la llamada cortandome ella. Concurri a la tienda a atencion al cliente, donde me atendiero y me dijeron que ibana a solucionar el problema que me llamaban y hasta el dia de hoy no tengo respuesta ni solucion al problema, teniendo el somier que compre en octubre envalado porque lo mandaron sin patas	Servicios	Post Venta	Reclamo / Mala atención colaborador SAC	detractores resto para compesandar
2593	20/12/2018	Rosario	3	"Porque jamas hay un vendedor para atenderte y asesorarte , uno tiene que deambular preguntando y nadie es de la seccion que corresponde .
Pongan empleados , en jugueteria habia un chico que no era de la seccion que estaba reponiendo o sea cero informacion y en la tienda de niños NADIEEEE . UN DESASTRE .
susana pace"	Colaboradores	Atención	Falta de personal en piso	detractores resto para compesandar
2594	20/12/2018	Dot	6	"Hay confusión con los precios
Disparidad de ofertas
Difícil contactar vendedores o asesores"	Precio y ofertas	Precios	Poca visibilidad de los precios	detractores resto para compesandar
2595	20/12/2018	Cordoba	0	porque el producto estaba fallado y una pésima atención para el cambio. el trato fue horroroso	Devoluciones	Disconformidad con el circuito	Devoluciones	detractores resto para compesandar
2596	20/12/2018	Cordoba	6	Porque no siempre uno consigue una persona que lo guíe dentro de la tienda. Sé que es el concepto de Uds., pero a veces se necesita.	Colaboradores	Atención	Falta de personal en piso	detractores resto para compesandar
2597	20/12/2018	Florida 2 (Florida N°202)	6	Trato cordial por parte del personal de atención.	Cliente	Cliente detractor, no brinda detalles	No brinda detalles	detractores resto para compesandar
2598	20/12/2018	Florida 2 (Florida N°202)	3	Estaban charloteando y tuve q pedir tres veces q me atiendan	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
2599	20/12/2018	Florida 1 (Florida N°343)	5	Porq no encontré el té q siempre solían vender y el servicio en las cajas bastante deficiente, desorganizado y muuuuy lento	Cajas	Demora	Tiempo de espera en fila	detractores resto para compesandar
2600	20/12/2018	Unicenter	0	porque cuando me cobraron no me hicieron el descuento de la compra, tuve que esperar un monton! y al llegar a mi casa me di cuenta que no me pusieron dos cajas de autos que si me cobraron pero en la desorganizacion que tenian no me los pusieron en la bolsa casi $1000 todavia no pude reclamarlo pero no creo que me lo reconozcan	Cajas	Inconveniente en transacción	Error de personal	detractores resto para compesandar
2601	20/12/2018	Rosario	1	Me da ganas de llorar compré una pistola nerst,  a dardos, estaba 990, y con descuento me cobraron 700, y salgo de ahí y estaba en otra juguetera,  a 690 y faltaba hacerle descuento del bco.	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
2602	20/12/2018	Florida 1 (Florida N°343)	5	No todo el personal está en disposición de resolver las dudas	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
2603	20/12/2018	Cordoba	6	Porque es casi imposible conseguir asesoramiento	Colaboradores	Atención	Falta de personal en piso	detractores resto para compesandar
2604	20/12/2018	Avellaneda	5	Muy desorganizado	Tienda	Infraestructura	Falta de orden y limpieza en tienda	detractores resto para compesandar
2605	20/12/2018	Cordoba	1	Mala y nula la atención. Desorden. Falta de stock	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
2606	20/12/2018	Mendoza	6	Estuve más de 40 minutos haciendo fila para pagar, y al momento de hacerlo me dijeron que en esas cajas no recibían tarjeta de débito MAESTRO, a fin de no esperar el turno en otras cajas, aboné la compra con CMR. Sería muy útil que al menos coloquen un cartel que no reciben esa tarjeta. Demoré más en la fila para pagar que eligiendo los productos.	Cajas	Demora	Tiempo de espera en fila	detractores resto para compesandar
2607	20/12/2018	Rosario	5	"Fui a buscar un articulo ya visto con anterioridad, pero al necesitar hablar con alguna empleada para consultar los talles, fue una experiencia fea. La chica que estaba delante en la caja me contesto "" yo no se nada solo cobro"" y me dijo que buscara una vendedora. Las vendedoras estaban con una reunión grupal en pleno salón de ventas (posiblemente haya sido por razones laborales) pero la imagen que dieron no fue la mejor."	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
2608	20/12/2018	Avellaneda	6	Valores de los productos!!	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
2609	20/12/2018	Unicenter	0	Mucho tiempo de demora en las líneas de cajas, no todas estan funcionando, y las cajeras se encargan de quitar cada alarma, poner en bolsa cada producto para regalo si corresponde, lo que hace que se demore mucho en volver a cobrar al siguiente. Ayer estuve más de 1:30 hs. Por otra lado en el sector perfumería había una promoción del 15% en dos marcas, la cual no se respeto al momento del pago por lo cual dejamos la mitad de los productos. Muy mala experiencia.	Cajas	Demora	Tiempo de espera en fila	detractores resto para compesandar
2610	20/12/2018	Rosario	1	No me entregaron la mercaderia por completo y como no soy de la ciudad de Rosario, perdi parte de los productos que compre, y eran regalos de Navidad. No creo volver a comprar en la tienda nunca mas.	Cajas	Inconveniente en transacción	Error de personal	detractores resto para compesandar
2611	20/12/2018	Tortugas	6	No me gustó que no ayudarán a la empleada de la caja que estaba aprendiendo y la supervisora le contestaba mal en vez de darle una mano y éso la puso muy nerviosa y le costaba mas	Cajas	Cajeros	Falta amabilidad y actitud de servicio del cajero	detractores resto para compesandar
2612	20/12/2018	Unicenter	6	Fui mal asesorada en la linea de cajas y perdí dinero. Poca voluntad de la cajera en hacerme dos facturas y perdí parte del descuento del banco Rio, si me hubiera hecho 2 facturas de casi $6000 hubiera tenido dos descuentos del 20% por un. total de $ 2400, pero como solo me hizo 1 factura y el limite es $1500 perdí $ 900.	Cajas	Cajeros	Falta amabilidad y actitud de servicio del cajero	detractores resto para compesandar
2613	20/12/2018	Mendoza	5	Precios altos y falta de surtido	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
2614	20/12/2018	Avellaneda	0	Hice una compra grande, muchos regalos, la sección juguetería le faltan precios. Cuando realice el pago no me entregaron uno de los productos que compre y me dieron menos bolsas que productos llevaba.	Cajas	Inconveniente en transacción	Error de personal	detractores resto para compesandar
2615	20/12/2018	Tortugas	5	No hay nadie que te ayude	Colaboradores	Atención	Falta de personal en piso	detractores resto para compesandar
2616	20/12/2018	Avellaneda	5	porque los probadores no tenian identificacion si eran para hombres o mujeres y despues de largas colas avisaban que habia que trasladarse a otro probador, todo muy incomodo	Probadores	Tiempo de espera	Fila extensa para acceder al probador	detractores resto para compesandar
2617	20/12/2018	Rosario	3	"Primeramente porque buscaba entre todos los clientes un castillo más pequeño del que compré, pero nadie contestaba mis preguntas. Era un lío !!!! Encima la promo del 30 % es únicamente con Visa, o CMR ( que no tengo) pedí si me podían dividir el monto en dos tarjetas Ya que igualmente hubiese sido como en un sólo pago y me contestaron que era $ 1300 aprox, pero sólo con una tarjeta. sino perdía el dto. No descubro dónde está la facilidad de pago, ya que en todos los comercios dan tres cuotas sin interés, menos en esta tienda. En otro tiempo pude comprar en cuotas con mi tarjeta AMEX  del Bco Santander Río, pero esta vez NO SE PODÍA !.Porque ésta hacía un dto del 20 %. Además, el 30 % menos, no es solo en esta tienda, todas las jugueterías lo hacen. Así que ""cero flexibilidad ""de compra y malísima atención. Directamente, ""NINGUNA "".! Las promos aquí son puro cuento, en el momento de comprar, ponen mil trabas."	Precio y ofertas	Precios	Promoción engañosa / Inconveniente con promoción	detractores resto para compesandar
